yelpId,Name,address,phone,review,website
URE3Vrct3HYK58yvP7XFmw,I & R Hair Studio,"42 Manor Ave SWConcord, NC 28025",(704) 249-9348,no review,irhairstudio1.com
Iq7vKoETY0EFme1XQPX_6A,Styles Unlimited,"114 W 3rd AveGastonia, NC 28052",(704) 867-7486,no review,
a9QvUH3dSmtiE_5jalVdSQ,New Reflections Hair & Barber Salon,"317 S Broad StGastonia, NC 28052",(704) 867-8358,no review,newreflectionshairandbarbersa…
pOb9qTgwelBjlbGFEmBh-A,Bella Cole Salon,"1236 Ebenezer RdRock Hill, SC 29732",(803) 327-5599,5.0/1 review,bellacolesalon.com
xol8JEE7KqCM4xH3pUORqg,Laura Glidden Studio,"20619 Torrence Chapel RdCornelius, NC 28031",(704) 564-5851,no review,
l7SUKjZRak-Vs729CdRWwA,Jessica Loy & Anna Moore,"20830 Torrence Chapel RdCornelius, NC 28031",(704) 962-6048,no review,salonsabeli.com
VJ7aGVi2uTaRz6ESZinysQ,Laura Warren,"20830 Torrence Chapel RdCornelius, NC 28031",(336) 469-9416,no review,salonsabeli.com/directory/Lau…
-g1iaR4b3NWYuowhsBETkg,Wendy Valdivieso,"20830 Torrence Chapel RdCornelius, NC 28031",(704) 604-0018,no review,
9uX20mfHcSb7msoMFMw0_A,Dominican Beauty Hair Salon,"609 S Cannon BlvdKannapolis, NC 28083",(704) 298-0516,4.5/2 reviews,dominicanbeauty4.wix.com/domi…
Bc2It-Koxv7wHl71KMb8qA,Pride Beauty Studio,"9 Union St NConcord, NC 28025",(704) 905-0434,1.5/9 reviews,pridebeautystudio.com
HhhzVV4duBu5eEgZoc5_rA,Style Expressions,"1096 Parkway PlzConcord, NC 28027",(704) 680-8073,no review,styleexpressions7.wixsite.com
h2zttNgXqKq8aY9xCIU2Jg,Kimberly Howell,"29 Earl Ave NEConcord, NC 28025",(704) 699-2600,no review,
5vKMAOauiVr3c5dgb7StDg,Hairstylist Heather Mariano,"2702 S Main StConcord, NC 28027",(704) 224-7884,no review,
iB04hZ-i2ijSceRP57m_zw,Kym & Co Salon,"3606 Hwy 16 NDenver, NC 28037",(704) 483-4660,no review,kymandcompanysalon.com
gsV0AC9qOoz8cjT5UDiAsw,Rhonda’s Styling Salon,"899 Lakeside DrConcord, NC 28027",(704) 788-3677,no review,
dD9yz0BMjJWo91r8LeNbVQ,Town & Country Hair Care,"4403 Rocky River RdConcord, NC 28027",(704) 786-1665,no review,
q75gUAk9JU1SBEIzxhRNZQ,Unique Boutique,"13131 Rosedale Hill AveHuntersville, NC 28078",(704) 343-8773,no review,uniqueboutiquenc.com
3cNykUdZ3tnr2Fh-UMybxg,Makeup By Cathy,"16838 Birkdale Commons PkwyHuntersville, NC 28078",(704) 280-0421,no review,mbcathy.com
LrG3nfHF-FauL8DkOYQ8Rw,Sharon’s Hair Styling,"2120 Barnhardt AveConcord, NC 28027",(704) 786-8398,no review,
l3M6aV9axL4XAcaimEkLWg,Kitsa Metaxatos,"19900 W Catawba AveCornelius, NC 28031",(704) 965-5865,no review,
rj__9tsLJ1feA8kr5G0MYQ,The Heather Alexander Studio,"20830 Torrence Chapel RdCornelius, NC 28031",(704) 309-7061,no review,salonsabeli.com/directory/The…
4Pa94sGnhmzTeAZ_QKgzlA,Ali James,"20830 Torrence Chapel RdCornelius, NC 28031",(828) 674-6665,no review,salonsabeli.com
q9_tQyahZgKbmS-X_4DFQQ,She Chic Cindy Bui,"20830 Torrence Chapel RdCornelius, NC 28031",(704) 996-8312,no review,salonsabeli.com
RfM_ijJlofrlBFHPOyLDHg,April Couse Walker,"20830 Torrence Chapel RdCornelius, NC 28031",(704) 896-3343,no review,aprilcouse.com
iMagINMHceAc_5czvdPeug,Salon Sabeli,"20830 Torrence Chapel RdCornelius, NC 28031",(704) 348-7078,1.0/3 reviews,salonsabeli.com/contact
avQgPCmAPrExOoEksBLY0A,Nikki Babb,"20830 Torrence Chapel RdCornelius, NC 28031",(330) 354-1196,no review,salonsabeli.com
QbyEd6V8SY6IT6A6Qu_USw,Integrity Beauty Salon and Spa,"1301-B Skyway DrMonroe, NC 28110",(704) 776-9889,no review,
zl3BZPEkq4hT5Akdz8L4mA,Daniela’s Hair Gallery,"701 East Franklin StMonroe, NC 28112",(704) 906-5176,no review,danielashairgallery.com
qpFI4VQbAIVcsjQlfiU7nA,Danny’s Cut & Styles,"1912 Graham StGastonia, NC 28052",(704) 866-9580,no review,
_yZP4cy_zdPdCDDiiycEpw,Cutting Edge Salon,"7776 Sarah DrDenver, NC 28037",(704) 489-1090,no review,
